ano,texto_completo
leigo que vai ao museu pela primeira vez. Se parece óbvio para alguns é
inalcançável para outros.

**Experiência sensória e conhecimento epistêmico**. Então, há um ato
fisiológico de perceber as coisas pela experiência sensória (o que chamei de
ver), mas há algo além desse ato, como postula Wilfrid Sellars[ii], que é um
tipo de conhecimento de natureza epistêmica (o que chamei de enxergar), como
uma razão ou crença justificada[iii], cuja primazia é sua natureza
inferencial. O conceito primordial de Sellars é a percepção e, para ele, não
existe percepção não conceitual.  Não se pode negar, conforme argumenta
Pettersen, a natureza causal da experiência, mas ela, por si só, não
representa conhecimento porque ele requer uma estrutura que possa articular
essa experiência.

**Mito do dado**. Sellars, conforme argumenta Pettersen, é um crítico do
empirismo e formulou o _mito do dado_ : supor que as experiências sensórias
per se constituem conhecimento, isto é, supor que ver é saber (ie, enxergar).
Com sua crítica, ele recusa que o dado ""cru"" da experiência é a fonte do
conhecimento, como quando citamos que ver um texto em latim não quer dizer que
o compreendemos. No cerne da argumentação está uma suposta ambiguidade na
teoria dos dados dos sentidos[iv], a confusão entre “estar consciente” e
“saber”.

**Crenças**. Na base do nosso conhecimento há crenças, conteúdos mentais que
podem ser do tipo “preferir o vermelho ao azul” (uma simples preferência) ou
“a lei da gravidade” (uma lei científica) que, baseada em justificativa
racional, é o conhecimento do tipo epistêmico que estamos enfatizando, como
“saber algo”. Podemos ver coisas e estarmos conscientes delas, como animais ou
crianças bem pequenas que não sabem exatamente o que está acontecendo para
além de dados particulares que não representam fatos epistêmicos; particulares
são experiência não articuladas epistemicamente, não organizadas por uma
estrutura conceitual.

**O caminho do conhecimento**. Se a nossa experiência começa pelo objeto
físico, por sentir um conteúdo sensorial, é a partir daí que começamos a ter
crenças, um começo de conhecimento, mas que só será inferencial quando há
articulação daquela experiência e se pode fazer _implicações_. Mas, para o
empirismo clássico (Hume, Locke e Berkeley), sentir é uma forma de conhecer,
salta-se do objeto físico para um conteúdo epistêmico diretamente.

**Nominalismo psicológico**. Para Sellars e, conforme enfatiza Pettersen,
tomando por base o guia de estudos de Brandom, é um caminho que vai do sentir
(fisiológico, terminações nervosas) para uma crença não inferencial
(psicologia) e só depois que a filosofia atua, no último passo do
conhecimento, de crenças inferenciais que o _rdenam o mundo pela linguagem_ ,
no que constitui o nominalismo psicológico, já que é a linguagem que estrutura
a nossa psique[v].

**Ética**. Estamos no campo da ética que já está bem distante do objeto
físico. É aí que formulamos conceitos, ou mal os formulamos, como no caso do
racismo. De fato, não há diferença entre pessoas pela cor da pele, mas é uma
experiência conceitual prévia que o determina, algo cultural, não natural.

**Senciência e Sapiência**. Por fim, nessa primeira aproximação de Sellars,
cabe destacar a diferença entre senciência, no campo do sentir e sapiência, já
na esfera da episteme. Para o último caso, cabe dizer que “sei que sei”
(enxergo), enquanto o primeiro só sabe (vejo), mas não sabe que sabe. Como as
crianças fera[vi] criadas por animais e, quando resgatadas, não têm nenhum
conceito – uma crítica ao inatismo.

  

* * *

[i] Reflexão introdutória a partir das aulas de
<https://www.youtube.com/@brunopettersen>, Bruno Pettersen: Sellars –
Empirismo e Filosofia da Mente.

[ii] De acordo com a Wikipedia, Wilfrid Stalker Sellars foi um filósofo
americano, ligado à Universidade de Pittsburgh desde 1963 até à sua morte e
que apresentou a doutrina do nominalismo psicológico, segundo a qual todo o
estar ciente é uma questão linguística.

[iii] Recupera-se, aqui, a tese platônica de que conhecimento é crença
verdadeira justificada.

[iv] Interessante que dados dos sentidos vêm de Russell, mas ele já separa a
tese de Berkeley que misturou o dado com o sentido.

[v] Esta visão estaria associada Husserl e Merleau-Ponty, de acordo com
Pettersen.

[vi] <https://pt.wikipedia.org/wiki/Crian%C3%A7a_selvagem>: Crianças selvagens
são crianças que logo nos primeiros anos de vida passaram a viver em completo
isolamento da humanidade. São crianças que depois de pouco tempo de vida se
perdem da população, vivem como animais, não falam e não andam como pessoas
socializadas. Tais histórias se originaram de relatos relativamente comuns no
século XVIII, que descreviam crianças encontradas no campo, tidas como
sobreviventes por circunstâncias especiais, desde os primeiros anos de vida,
criadas por animais, sem contato com humanos e assim se tornando selvagens.

 _Investiga se as formas platônicas podem ser consideradas universais ou
particulares_

**Teoria das formas ou ideias**. Sabemos que a teoria das formas, proposta por
Platão, é uma das possibilidades de resolver o problema de Parmênides[i]. Há o
mundo das formas onde habitam Beleza, Justiça, Igualdade, entre outras e há o
mundo sensível, acessível a nós, onde as coisas são cópias das formas (ou
ideias). Platão, no diálogo Parmênides, caracteriza a relação entre elas de
“participação”, isto é, uma coisa bela participa da Beleza, mas não é o
Belo[ii]. Porém, esse tipo de teoria levanta muitas questões que são abordadas
por ele nesse diálogo, principalmente de ordem lógica. Algumas delas nós
verificamos na dissertação da nota anterior, e uma pergunta: as formas
platônicas poderiam ser consideradas universais ou particulares? Nesse
ínterim, apontamos para um possível nominalismo em Platão, que pode assim ser
caracterizado dadas as dificuldades que ele tem de lidar com as objeções[iii].

**Definições**. Lembremos que um particular é algo que nos é dado pela
sensação enquanto um universal é compartilhado por muitos particulares, como
uma qualidade daquele particular, por exemplo, ser belo. Se assumimos que
essas qualidades são coisas elas mesmas particulares, temos uma posição
nominalista, mas, por outro lado, considerando algumas dessas qualidades não
como particulares, mas como universais, estamos em uma posição realista.

**Crítica dos contrários**. Uma das primeiras críticas apresentadas por Zenão,
versa a respeito da pluralidade das coisas, resguardando o princípio
parmenidiano de que “o ser é, e o não ser não é”. Ora, se uma coisa é justa,
ela é _semelhante_ à Justiça, mas _dessemelhante_ à Injustiça, parecendo aí
haver uma contradição lógica, isto é, a coisa participa do Semelhante e do
Dessemelhante. Ou, é justa em um momento e injusta em outra, não se mantendo
uma suposta semelhança.

**Distinguindo semelhanças**. Mas, não é o que acontece, conforme salienta
Platão, porque temos de considerar coisas que são _simplesmente semelhantes_
de coisas que _são semelhantes, mas não simplesmente semelhantes_. Há objetos
que compartilham semelhanças em certas características, mas possuem diferenças
em outras, ou seja, o segundo caso. A participação de uma coisa em uma Forma
implica uma semelhança deficiente com essa Forma, enquanto a Forma
perfeitamente se assemelha a si mesma.

**Unidade da forma**. As coisas ""participam"" de uma Forma de maneira
imperfeita, enquanto a Forma em si possui uma qualidade de forma absoluta e as
Formas em si não podem ser uma pluralidade; a Forma da Unidade é simplesmente
Uma. Citemos: “Mas se alguém puder provar que o que é simplesmente a Unidade
em si é muitos ou que a Pluralidade em si é uma, então começarei a ficar
surpreso.” Para evitar a conclusão de Parmênides, Platão insiste que as Formas
permanecem puras e sem contradições, enquanto os objetos do mundo sensível
podem exibir semelhanças e diferenças simultaneamente.

**Indivisibilidade das Formas.** Segunda crítica. Ocorre que, quando uma forma
participa de muitas coisas, ela parece se dividir e, para respeitar o
princípio da ""Discernibilidade de Não-Idênticos"", ela deveria diferir de si, o
que contradiz a ideia de que as Formas possuem um caráter único e indivisível.
Mas, como só possuem uma característica, não deveriam ser discerníveis.

**Metáfora da Vela**. O argumento parmenidiano da metáfora da vela (ou lona)
traz dificuldades. Podemos pensar que a vela grande cobre várias pessoas, mas
aí ela estaria em vários ao mesmo tempo, ferindo o princípio da unidade.
Podemos pensar, por outro lado, que cada pessoa é coberta por um pedaço da
vela, mas isso fere o princípio da indivisibilidade. Ainda há a possibilidade
de que cada pessoa fosse coberta por um pedaço diferente da vela, mas, nesse
caso, como comparar cada pedaço da vela presente em cada pessoa?

**Separação das formas.** Brownstein argumenta que a necessidade de Platão
responder aos argumentos de Parmênides o leva a uma posição nominalista. Para
evitar que as Formas sejam divisíveis (o que violaria os princípios de
Parmênides), Platão precisa separá-las do mundo sensível. Essa separação, no
entanto, dificulta a explicação de como as coisas participam das Formas.

**Particularização das formas.** Brownstein sugere que Platão, ao priorizar a
unidade das Formas, acaba sacrificando sua imanência nos objetos comuns. Isso
implica que a Forma (círculo, por exemplo) não é necessariamente universal, e
a distinção entre universal e particular se torna menos clara. Em vez de uma
qualidade universal compartilhada, a participação em uma Forma se assemelha a
uma atribuição de nome ou marca. Isso coloca a Forma em um nível superior,
dotada de qualidades superparticulares, em vez de ser uma característica
universal compartilhada pelos objetos.

  

* * *

[i] Como vimos aqui:
[https://www.reflexoesdofilosofo.blog.br/2025/02/o-problema-de-
parmenides.html](https://www.reflexoesdofilosofo.blog.br/2025/02/o-problema-
de-parmenides.html)

[ii] Monstramos a relação de participação no segundo capítulo da dissertação
[https://drive.google.com/file/d/16_oIdJMEAtmrv-aATZiUSMe_7HsD-
